"RNA-seq counts from 3' sequencing, normalized to 10M reads",,,,,,,,,,,,,,,,,
UNIQUD,NAME,LT-HSC,HSC,MPP,CLP,CMP,GMP,MF,Granulocyte,Mono,B,CD4,CD8,NK,MEP,EryA,EryB
NM_177739,Zfp507,154.354,64.1287,32.0252,50.3522,47.1414,44.7073,9.5589,4.4427,2.6881,114.3459,50.2978,63.1944,72.48,125.4249,15.0692,1.896
NM_009577,Zik1,0,12.826,3.0197,7.5724,8.7288,2.932,0.0929,0.1761,0,0,1.3234,0.8315,0,17.6816,0,0
NM_201360,Cyp2d12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_178212,Hist2h2aa2,0,0,0,0,0,0,0,0.0393,0,0,0,0,0,0,0,0
NM_025474,Mrps14,578.827,122.5576,85.5744,193.1251,199.3929,247.3629,38.9746,15.7239,53.0972,142.2371,111.1869,102.2799,191.8754,518.5899,101.9506,32.224
NM_175228,4930578C19Rik,0,31.3511,1.5745,0,0,0,0,0.0586,0,0,0,0,0,0,0,0
NM_001025618,Cant1,405.179,131.1067,88.5761,129.5143,111.0458,131.1933,100.1169,70.1015,64.7432,273.3084,185.3159,160.4874,289.9553,178.4925,51.2298,16.112
NM_001166433,AU022751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_024186,Ssbp2,704.239,685.4653,183.3251,241.1758,318.4644,208.1469,27.0082,13.013,43.6855,259.3674,349.4618,330.9242,213.2033,574.1043,147.6642,50.232
NM_001271663,Gjb6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080727,Tmprss3,0,0,1.9681,0,4.1901,3.2981,0.0929,0,0,0,1.3237,0,0,0.8035,0,0
NM_009201,Slc1a5,2334.6,772.3897,427.4574,620.3073,648.0922,655.9724,215.0088,96.0192,221.1201,1611.9125,641.9666,824.0564,1027.5996,1039.6792,3579.4567,1814.045
NM_011309,S100a1,173.648,437.5017,64.7226,77.2718,114.1874,163.0779,74.1473,9.7106,41.443,16.7291,5.2949,2.4953,81.0168,116.579,16.5726,4.739
NM_029351,Krtap9-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019758,Mtch2,192.942,104.0321,69.9572,123.4404,195.9025,223.9181,39.9917,23.0827,47.9443,200.8052,120.4541,101.4446,174.835,496.0518,92.4142,43.598
NM_001004062,Crtc1,289.413,611.3551,137.2663,191.9625,99.8753,84.2845,36.2817,13.4034,20.1607,337.4762,111.1902,112.2544,127.9198,161.6167,43.1941,18.956
NM_017466,Ccrl2,77.177,28.5008,8.2665,10.9852,8.3821,14.2903,29.5042,19.5835,22.1805,16.7315,5.2936,3.3271,127.9164,26.537,231.0361,126.054
NM_001252685,Smc5,318.355,161.0332,63.5241,88.9743,139.3347,112.1354,27.7492,15.9859,55.5641,248.1847,108.5401,113.0874,503.1099,267.7467,101.4518,30.329
NM_177342,Taf5,106.118,102.6065,35.8259,55.2848,48.1904,66.6952,22.6431,13.2708,21.057,89.2442,47.6505,43.2335,89.5378,165.604,126.0632,54.971
NR_027800,Map2k3os,9.647,41.3279,12.728,18.177,17.111,20.1545,4.4532,2.8212,5.6002,16.7315,11.9135,6.6517,12.791,39.4044,26.1169,17.06
NM_001076790,Serpinb6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_028242,Htatsf1,1003.299,454.6016,210.7617,347.3222,254.9129,268.6147,88.5391,27.5493,91.6273,502.0049,223.7008,196.2402,183.3664,695.5856,131.0857,49.284
NM_001130191,Sgce,115.765,78.3794,17.7149,16.2804,6.6348,1.466,1.4851,0.0782,0.6719,2.7893,0,3.327,4.2632,16.0733,0,0
NM_001001178,Ccdc148,0,59.852,16.7941,6.4392,0.698,1.0996,16.2326,8.7632,0.4479,0,1.3234,3.3272,12.7894,2.4118,3.013,0.948
NR_033517,2410017I17Rik,9.647,2.8503,0.3936,0,0,0.3665,0.0929,0.0391,0,0,0,0,0,0,0,0
NR_037708,Adamts10,530.591,595.6863,257.983,242.6957,160.9809,146.5854,61.5247,40.5333,112.2362,476.9041,447.4135,495.5943,1253.5991,77.211,8.5391,3.791
NM_183035,Defb34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039390,Pkig,2431.071,344.8698,173.24,527.5923,355.1107,325.796,169.522,68.2571,142.7069,1545.0366,17.2057,15.8024,132.1828,826.5261,890.4566,440.716
NM_029780,Raf1,800.71,384.7715,166.0248,215.0799,257.3511,238.5667,143.0879,207.6331,202.2954,680.4629,332.2404,396.6386,818.6906,484.0274,116.5285,49.284
NR_037679,5330439B14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_175036,Leprot,308.707,111.1564,56.3037,148.0935,94.2859,98.9456,129.6246,54.3922,113.3577,131.0669,68.831,59.04,234.5136,516.1832,174.283,67.292
NM_021363,Svs3a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_053267,Selm,549.885,186.6875,64.3395,52.273,45.0499,146.58,63.8333,4.0517,56.6682,13.9467,3.9705,7.4857,127.9354,12.8637,2.5116,2.843
NM_145580,Igflr1,125.412,109.732,53.0135,80.6572,47.8425,44.706,32.0133,15.9765,27.5532,184.0818,324.2945,267.7443,213.1775,78.8102,51.2269,24.642
NR_040364,9430091E24Rik,67.53,17.1012,7.2168,12.8716,17.1122,8.7964,5.104,3.3491,12.5465,75.2939,54.272,37.4204,93.8096,22.5144,9.5431,1.896
NM_001199843,Ift43,19.294,4.2754,1.8368,0.7571,0.6989,1.8321,5.6584,2.8167,1.1201,2.7881,1.3234,0.8318,21.3226,2.4105,0.5025,0
NM_011137,Pou2f1,791.063,446.0495,153.4119,233.6221,251.425,166.374,71.547,85.5218,75.5002,1188.0358,526.8194,320.9612,592.6893,328.8488,226.0158,104.255
NR_045599,Elp3,656.003,785.2202,205.1342,302.2002,262.2498,243.6946,65.7984,21.0775,39.8776,315.1153,133.6897,187.9204,213.1929,519.4605,16.5748,17.06
NM_153062,Slc37a1,289.413,216.6139,60.8901,68.1566,66.3462,59.3651,29.976,33.2235,29.5729,142.2254,198.5497,246.1364,247.3082,71.5553,6.028,3.791
NR_040728,1700110K17Rik,0,0,0.1312,0,0,0,0,0.1367,0,0,0,0,0,0,0,0
NM_025710,Uqcrfs1,2016.246,703.9969,403.8377,629.8347,667.9764,726.3605,265.8633,123.7137,306.2466,594.0153,332.2503,406.6303,460.4943,2066.9827,723.1966,350.678
NM_146789,Olfr1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015749,Tcn2,231.531,294.9916,139.2772,130.2636,148.4155,270.4537,356.6679,194.2081,164.4277,170.1235,48.9756,30.7661,413.6155,48.2361,19.0859,13.269
NM_001164677,Pdcd6ip,1205.889,475.9792,258.5282,354.4304,479.7902,410.8096,207.1198,134.1437,251.8062,541.0397,418.276,480.6365,1296.2633,587.7216,273.2094,167.757
NM_010417,Heph,67.53,27.0765,13.3851,8.3339,3.4912,4.398,7.1453,5.4018,5.8236,0,2.6473,3.3254,12.791,12.0615,15.0672,4.739
NM_023178,Dmap1,173.648,146.7842,70.9889,128.0151,84.1549,69.6281,37.3967,20.7134,21.5049,153.3932,78.0956,64.0287,127.9216,211.4323,45.2022,14.217
NM_001284300,Aifm2,48.236,28.5025,13.5154,12.1141,8.3799,24.5536,13.2711,12.3696,23.748,13.9455,2.6473,3.326,34.112,39.4084,24.612,3.791
NM_199304,Zfp341,67.53,62.7021,21.6498,40.5217,27.5894,32.2477,14.1981,8.8107,12.0972,55.7756,48.9773,43.2393,68.2222,100.4987,101.4463,110.89
NM_001276461,Asap1,791.063,1218.4397,202.0318,173.4319,652.6455,703.2404,202.2003,340.6353,407.0667,713.9165,696.2338,561.2644,1019.0596,1388.581,1179.264,313.714
NM_001252601,Irf7,762.122,607.0886,175.2949,155.6499,64.9496,35.181,514.8244,286.7002,768.6393,320.7215,279.2955,288.535,648.124,345.7531,1736.7845,2720.12
NR_045327,A330009N23Rik,0,0,3.6736,7.1923,4.1912,0,0.2785,2.7183,0,0,2.6468,3.3254,4.2648,0.8048,0,0
NM_009497,Vamp2,1196.241,758.1495,212.5053,157.5166,144.5687,126.43,101.6002,65.4425,140.6805,532.6669,217.0864,263.5991,822.9038,272.5385,389.2557,173.443
NM_172799,Ttll6,0,1.4252,0.656,0,0.6984,0,0,0,0,0,1.3234,2.4954,0,0,0.5025,0
NM_177863,Frem1,0,0,0.1314,0,0.3494,0,0,0.2933,0.2241,0,0,0,0,0,0,0
NM_001101600,Gm7616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001270542,Scgb1b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001163131,Elf3,0,0,0,0,0,0,0.0928,0,0,0,0,0,0,0,0,0
NR_038092,Crxos,0,15.6756,2.0997,0,0,0,0.0928,0.0391,0.4481,0,0,0,0,1.6083,0,0
NM_010090,Dusp2,1466.361,618.4914,416.3594,590.7224,201.4823,160.8802,88.0548,178.0808,54.4387,1765.3486,790.2056,572.9198,1500.9388,64.3147,29.635,28.433
NR_038298,Gm20858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001110854,Crem,19.294,7.1255,5.9045,16.662,11.8729,2.5655,5.1956,3.9547,2.9122,58.5705,18.5307,4.9897,46.898,8.0362,24.6056,16.112
NM_177383,Gpr21,0,0,0,1.1356,0.3491,1.0994,0.0929,0,0,0,2.6475,0,0,0.8048,0,0
NM_011890,Sgcb,77.177,66.9781,31.2304,32.9409,52.3783,29.6838,28.8537,8.061,11.202,78.0903,38.3869,33.2614,38.3734,16.8835,0.5019,0
NM_001287120,P2ry14,115.765,44.1779,98.542,154.0868,39.4572,22.7205,27.8324,25.6461,17.4715,11.1553,6.6187,0.8318,81.008,17.6792,2.0095,0
NM_026772,Cdc42ep2,9.647,0,0.3939,3.4093,2.7942,0.7329,87.3852,73.3149,40.774,5.5788,0,0,98.0778,4.8236,21.5951,1.896
NM_009388,Tkt,4447.317,2974.1474,2100.8368,2485.0993,2425.731,2944.9968,1396.4128,1603.3216,1092.0972,797.5393,342.8263,513.0627,1475.3113,5102.3097,1339.0369,593.308
NM_001007154,Phactr3,0,2.8501,2.0993,0.3785,0,0,0.1856,0.7044,0,0,0,0,388.0279,0,0,0
NM_001127356,Eif2b4,520.944,302.1194,127.6992,207.9361,154.3451,171.8699,63.6604,29.2453,56.4544,382.0802,109.8672,158.8225,191.8739,637.5859,173.2795,58.762
NM_181071,Tanc2,106.118,146.7829,58.9174,62.1023,44.002,34.0799,18.0928,18.5839,9.4091,47.4063,47.6507,50.7232,38.375,31.3528,4.5195,1.896
NM_015733,Casp9,38.588,125.4069,22.5727,33.6994,66.3503,60.0991,35.6253,32.3919,40.7736,192.4175,33.0922,36.5844,234.5188,139.0735,85.3805,33.172
NM_178194,Hist1h2be,144.707,31.3514,15.2232,28.0285,18.159,16.1232,15.4939,15.4002,7.6163,44.6274,22.5032,14.1313,8.528,52.2613,102.4547,45.493
NM_029019,Stard6,19.294,18.5259,3.8068,4.9215,2.7937,4.3972,1.485,0.9783,1.5681,0,7.942,1.6627,8.5298,3.2166,1.0044,1.896
NM_028153,Eml2,173.648,200.9344,107.8633,87.8456,131.9949,97.4792,63.8519,41.7497,39.6498,94.8066,46.3282,69.8464,174.8093,127.0004,6.529,2.843
NM_134052,Adi1,588.474,410.4226,156.7113,184.7712,187.8725,215.4796,44.9074,12.2283,22.4025,200.7844,76.775,96.4612,81.0116,442.1824,10.5444,7.582
NM_001115150,Uspl1,347.296,116.8572,70.3395,109.0518,106.8624,85.3805,35.3566,25.4067,23.7471,172.9083,108.5419,124.7358,179.0931,241.1978,44.1945,5.687
NM_053104,Rbfox2,77.177,121.1326,7.0859,7.1935,5.5857,5.4975,1.1136,0.5479,2.2404,0,0,0,0,0,0,0
NM_030695,Lrba,260.472,286.4406,77.2949,132.1403,104.4149,69.6274,23.57,81.1463,22.4042,635.8553,561.2154,339.2667,307.0215,180.11,131.5862,44.546
NM_007972,F10,28.941,84.0804,15.1011,10.6048,26.888,121.6649,92.0708,7.9915,168.6852,0,0,0.8318,123.6618,12.862,5.0231,2.843
NM_001113416,Epb4.1l5,0,14.2505,3.9379,0.757,0,2.1988,0.0929,0.2936,0.2241,8.3669,0,3.3263,0,13.6698,0.5025,0
NM_001025365,Miip,501.65,225.1619,140.153,189.7441,142.1267,86.4833,105.6921,62.8966,84.0028,340.2459,166.7841,212.0423,362.4405,216.2678,396.2979,75.822
NM_001160108,Zc3h14,270.119,173.8598,64.5696,105.2575,141.7783,138.5239,32.0142,23.5307,30.6938,175.7033,128.3939,96.453,170.5614,294.2535,36.1599,29.381
NM_001286607,Foxp2,0,11.4006,6.8225,0,0,0,0.6497,0.2154,0,0,0,0,0,0,2.0095,0
NR_106080,Mir7221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_207659,Hook3,231.531,360.5427,78.0848,102.6082,161.6849,162.3332,64.4952,84.1391,106.42,317.9207,158.8399,132.2103,609.735,262.9481,113.5063,67.292
NM_001008548,Pde2a,3598.372,183.8373,62.8591,629.6143,50.2817,104.8065,143.207,281.8306,52.642,496.4031,205.1608,580.437,1790.7952,32.1641,9.5442,7.582
NM_001003916,Zc4h2,9.647,14.2509,4.7243,10.2224,17.4594,15.3916,1.9491,1.2127,1.5679,5.5774,2.6471,4.9904,17.056,13.6655,0,0
NR_040298,4931408D14Rik,0,0,0.9187,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001126314,Mboat4,0,0,0.2624,0,0,1.0994,0,0,0,5.5764,0,0.8312,0,1.607,0,0
NM_173740,Maoa,38.588,7.1252,15.0926,11.3605,30.3809,52.7711,2.7846,0.6456,1.7919,0,1.3234,2.4945,0,28.14,3.013,0
NM_028595,Ms4a6c,28.941,66.9781,148.8651,80.6609,890.4435,810.6258,295.5503,111.5804,1446.8282,27.8865,125.751,78.9901,1164.0509,77.9975,23.1066,14.217
NM_009040,Rdh16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_009529,Gm4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_008858,Prkd1,28.941,37.0512,20.3371,3.7874,2.4448,2.9318,2.134,3.2518,2.6878,13.9434,7.9419,2.4945,8.5262,0.8035,3.0136,18.956
NM_027129,Ap5s1,115.765,105.4585,30.0549,47.3358,26.5412,10.6262,33.032,19.5117,28.8986,50.1967,43.6821,35.7612,81.0236,20.9085,129.0762,125.107
NM_018732,Scn3a,0,1.4252,6.8227,0.3789,1.3969,0,0.4637,19.2281,0,0,0,0,0,2.4118,1.0046,0
NM_001163780,Ick,144.707,179.5589,70.8649,73.4529,84.5075,70.3566,19.2084,3.678,12.5442,55.7765,52.9476,54.8756,55.4344,141.5155,22.6006,18.956
NM_177326,Pak2,1408.478,943.4089,385.3521,561.1565,546.1408,565.4614,249.5409,252.4653,369.8688,1324.6365,1031.1397,991.9999,1471.0171,760.6238,146.6596,55.919
NM_146827,Olfr983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_030439,Mir760,0,0,0,0,0,0,0,0,0.4479,0,0,0,0,0,0,0
NM_001128086,Anks1b,38.588,109.7299,43.5606,6.0596,10.827,8.7955,2.1346,2.1378,7.8404,2.7881,6.6187,9.9798,4.2632,14.4733,38.1683,100.464
NM_021546,Necab3,28.941,34.2019,18.7693,26.1289,23.7491,25.2859,6.1243,2.25,1.5682,5.5788,1.3235,4.1588,0,57.0927,21.0927,8.53
NM_027967,Fam217a,0,5.7003,1.4434,1.8927,0.3491,0,0.0929,0.1369,0,0,0,0,0,0,0,0
NR_045347,2610016A17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102678,Gm10096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001102438,Acbd5,125.412,66.9781,29.2659,51.8788,62.5061,44.7093,25.2386,47.634,52.8718,292.8339,136.3351,131.3756,289.9378,70.7572,43.1941,68.24
NM_011424,Ncor2,704.239,618.4876,204.5857,186.692,159.5884,167.4713,122.7703,72.3531,154.7985,482.4472,228.9969,199.5618,264.3538,229.9819,24.1062,18.956
NM_028457,Exo5,106.118,72.6791,35.5616,62.4759,55.5225,46.541,14.7553,4.9122,13.2165,75.2857,55.5927,58.2027,132.1797,86.0259,11.5501,0
NM_001122765,Sirt2,723.533,866.4533,196.8442,309.0468,206.3739,216.5785,211.7414,150.4291,222.9114,914.7922,501.6704,302.6709,899.6988,938.297,150.1773,80.561
NM_001168289,Pdss2,414.826,293.5651,95.535,123.4423,154.3524,141.4546,33.1299,43.1679,35.3974,365.3431,209.1415,223.6736,226.0046,329.6496,20.5938,19.903
NM_001159572,4632428N05Rik,337.649,210.9129,125.077,102.2682,170.7582,296.8354,931.8697,986.0518,920.9376,142.2233,693.5924,947.0926,929.5182,121.3905,372.677,145.01
NM_001111016,Nav2,260.472,354.8453,101.0497,29.5416,66.3514,96.745,15.3134,30.0738,16.5779,16.7327,162.7863,16.6323,55.4396,46.6278,4.5206,2.843
NM_001253777,1110017D15Rik,0,17.1005,5.7735,0,0,0.3665,0.0929,0.959,0.8965,0,0,3.3254,17.0594,0.8035,0,0
NM_007798,Ctsb,2170.599,427.5253,288.7295,1475.3798,422.1723,628.8567,6446.2475,1566.5147,1728.1376,384.8406,305.7524,290.2035,3006.1507,943.1365,5007.7606,5024.166
NM_011250,Rbl2,308.707,371.9467,87.1442,115.8567,141.0773,139.6242,56.2298,47.8845,75.0513,354.1684,340.1728,279.4053,835.6877,256.4951,53.7365,17.06
NM_001199236,Sptbn4,0,25.6522,2.0992,0.7571,2.7937,1.4656,3.6172,2.156,2.0163,8.3681,0,0.8318,0,4.8274,2.0095,0
NM_001165998,Spopl,38.588,94.0555,15.2268,23.8499,41.2083,38.8473,5.0116,12.2691,13.8904,100.4084,60.8859,54.0494,132.188,113.3556,28.1222,6.634
NM_023166,Fam89b,665.651,832.2456,260.8092,266.5704,348.8493,367.9295,198.2977,95.5485,409.747,276.1027,219.7331,285.2309,1389.9258,657.6607,479.6358,132.689
NM_146575,Olfr1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_138586,Exosc5,1080.476,1594.6788,568.5714,540.7645,643.5607,653.7768,155.6284,56.0645,124.7828,909.239,260.7687,304.3447,243.033,1146.5221,72.8244,14.217
NM_001002012,Hspa2,9.647,18.5261,12.4713,25.7489,10.8253,15.3907,6.0329,2.3889,6.2729,22.3079,2.6471,1.6624,12.793,14.4733,4.5195,0
NM_001081376,Chd5,0,18.5257,0.9186,0,0,0.3665,0.2783,0.1369,0,0,0,0,0,0.8035,0.5025,0
NM_001081179,Heatr5b,96.471,82.655,41.2107,48.0875,60.7639,53.1371,24.405,22.291,30.4674,153.3885,75.4511,123.0626,191.865,66.7333,18.0819,4.739
NM_134125,Trip10,154.354,75.5302,38.4514,45.0605,44.6987,43.9775,15.8699,6.2222,21.9545,55.7801,3.9709,12.4728,51.168,49.8366,2.0095,0
NM_144791,Tor1aip1,434.12,229.438,155.9197,200.7019,243.0479,256.5289,222.5179,182.8584,329.768,1056.9677,493.7034,307.6753,609.7594,299.0965,351.0722,185.764
NR_105785,Mir6366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011804,Olfr1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_172254,Dph3,617.415,236.5624,119.6854,188.2266,201.4907,230.1412,82.9569,56.1496,77.061,287.2286,78.0992,143.0217,157.7689,622.3185,264.6809,111.838
NM_026255,Slc25a26,115.765,156.7571,48.2958,65.8917,66.3522,88.3215,33.2167,18.6232,15.0101,103.1873,47.6522,66.5192,34.1136,127.0371,4.5206,7.582
NM_009883,Cebpb,221.884,129.6817,82.1687,78.7854,139.3265,282.9142,414.8614,346.8917,656.589,52.9848,48.9717,31.6006,1415.6121,121.418,37.6684,19.903
NM_007397,Acvr2b,183.295,145.3586,29.3913,39.7588,20.2539,16.4914,12.7134,8.3143,11.6496,5.5788,5.2949,6.6514,0,28.9434,0,0.948
NM_001164640,Apol7a,0,0,0,0,0,0,0,0.0391,0,0,0,0,0,0,0,0
NM_008757,Odf1,0,0,0,0,0,0,0,0.0391,0,0,0,0,0,0,0,0
NM_001242947,Gm14474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181579,Pof1b,0,15.6756,4.7234,0,0,0.3665,0.0929,0.0589,0,0,0,0.8318,0,0.8035,0,0
NM_013684,Tbp,250.825,58.4282,44.1016,61.3388,101.6119,113.6051,19.5789,12.0832,31.5888,105.9709,51.6234,72.342,81.008,234.7778,50.2225,14.217
NM_001029867,Ugt2b36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_126166,Tlr3,0,1.4252,0.1312,0,0.698,0,3.5254,2.7778,2.0164,25.0993,0,0,8.528,0,0,0
NM_007585,Anxa2,356.943,433.2222,263.5573,154.1602,480.8353,555.567,646.2827,1429.1512,1325.3288,61.3506,62.2059,187.1161,5577.0504,171.2152,38.1732,15.164
NR_045879,Gm10532,0,0,0,0,1.7456,0,0.0928,0.1367,0,0,0,0,0,0,0.5025,0
NM_053212,Tas2r116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_170757,A630007B06Rik,86.824,106.8806,22.1877,29.1567,30.7318,28.5829,21.1565,18.1858,33.1553,158.9813,66.1832,71.5039,85.2694,68.34,82.87,36.016
NM_011856,Tenm2,28.941,118.2804,44.3483,2.6526,4.8885,0,0.4641,0.5482,0.4481,0,1.3237,0.8312,0,6.4293,4.0187,0
NM_001167909,Nme8,0,11.4002,5.9044,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_008316,Hus1,154.354,128.257,34.3893,35.9676,81.3623,92.7161,10.9505,6.638,11.2024,125.4973,48.9746,69.0127,72.494,309.5444,21.0936,3.791
NM_001081269,Whsc1l1,617.415,444.6269,150.0107,248.008,287.7462,218.0462,123.6959,170.3076,222.9169,805.9393,836.5807,862.247,1125.693,673.8052,417.8433,197.138
NR_028061,Gm8615,0,1.4251,0.6563,0,0.6989,0.7326,0.835,0.47,2.2403,0,3.9713,6.6504,0,1.6097,1.0044,0
NR_073564,Numb,270.119,220.8876,72.9711,78.3865,108.2563,103.3416,62.9168,135.609,74.376,362.5282,390.485,294.3499,302.7395,164.8531,41.686,18.956
NM_181319,Tbx22,0,4.2752,0,0,0.6983,0,0,0,0,0,0,0,0,0,0,0
NM_001039652,Oprm1,0,24.2262,17.5815,9.089,2.7948,1.0995,0.5567,0.6076,1.1201,16.7348,17.2086,9.1459,34.1136,4.8209,0.5025,0
NM_133823,Mmaa,115.765,88.355,30.1813,34.455,28.9865,24.9193,20.0432,11.6062,10.0811,80.8656,18.5302,44.9006,59.6924,62.7196,15.5702,1.896
NR_045003,Gm16497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001253367,Kcnma1,0,31.3519,12.0712,1.5152,1.3968,0.7331,0.9281,0.509,1.3438,0,0,2.4948,0,1.607,5.0236,5.687
NR_027897,0610012G03Rik,820.004,494.5058,275.8942,338.5599,350.5819,412.6443,221.2064,55.0547,146.51,276.0795,145.6068,208.7182,379.4637,987.2673,80.8621,21.799
NM_001205067,Jkamp,241.178,192.387,63.9245,70.0452,118.7412,113.9699,38.2309,30.5942,48.6172,276.1057,132.3676,114.7511,324.0551,169.6358,10.0447,8.53
NM_148673,Slu7,414.826,212.3372,105.2412,172.3027,126.7664,127.1609,88.52,62.53,96.1082,248.1823,173.3989,207.0432,464.7315,248.4581,180.2958,139.323
NM_018829,Ap3m1,77.177,92.6305,29.794,78.3916,87.2979,123.1286,31.2683,26.8422,48.1684,156.1721,120.4535,88.9711,200.3983,153.5425,42.1875,60.658
NM_133964,Dohh,694.592,798.0454,192.148,262.4728,282.1557,260.9206,84.265,22.1952,68.55,209.1522,97.9461,129.7251,319.7676,721.2377,182.3218,121.315
NM_007930,Enc1,0,0,6.6919,18.5522,9.7774,6.9632,3.1548,3.5616,2.2405,27.8889,58.2466,49.8847,106.5834,8.0362,0.5025,1.896
NM_001034894,Foxr2,0,0,1.0496,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_019877,Copz2,28.941,59.8542,9.8427,15.5308,6.6352,10.628,11.8774,2.8166,2.9129,0,0,3.3273,17.0526,0.8048,0.5025,0
NM_001284399,Ddhd1,135.06,85.5045,29.6615,57.1785,47.4924,46.1754,84.1533,166.6121,103.5063,264.9221,140.3038,120.5705,285.7025,86.0165,254.6368,84.352
NM_146424,Olfr888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145150,Prc1,665.651,213.76,73.4788,146.5633,151.5489,66.3291,89.553,21.0265,32.2556,19.5219,21.1788,24.9417,17.0542,342.5434,1299.3012,408.492
NM_001039080,Rbms2,289.413,228.0109,64.5665,49.2203,77.5235,77.6897,23.0113,14.6549,27.78,253.7725,74.1232,122.2266,319.8005,145.5225,51.2335,5.687
NM_053159,Mrpl3,366.59,173.8615,100.9294,148.0598,222.4339,235.637,53.5445,21.5079,43.689,195.2091,93.9804,124.7228,200.4,680.9919,47.2133,16.112
NM_001164659,Trank1,0,0,0.656,0,0,0,0.1856,0,0,0,0,0,0,0.8035,0,0
NM_009038,Rcvrn,0,2.8501,0.1312,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_007630,Ccnb2,1591.773,323.4943,177.5542,335.9583,255.9567,262.7608,171.5891,37.555,71.9013,72.516,10.5898,14.9687,4.2632,807.2085,2705.0237,1256.752
NM_001004435,Pik3r6,144.707,31.3515,33.344,47.7109,46.4444,91.6156,71.6403,92.8735,191.3128,2.7881,1.3239,0,21.3192,8.0387,4.5212,2.843
NM_173752,Lgalsl,19.294,27.0765,23.7543,14.391,18.8568,28.5836,4.7325,2.5833,3.8085,5.5764,13.235,6.653,34.1154,34.5797,9.039,0
NM_178363,Ylpm1,405.179,346.2943,111.9419,205.2292,198.3427,163.4469,48.0716,33.8316,55.1126,538.2443,218.4053,202.0483,200.3983,357.8068,77.3465,22.747
NM_177774,Srsf12,0,0,0.7872,0,0.349,0,0.1856,0.0782,0,5.5764,11.9133,10.8121,0,0,0,0
NM_029734,Wdyhv1,260.472,143.9335,72.9697,90.8598,130.2594,132.2902,38.8821,29.6509,61.6087,147.8028,136.3397,205.3764,319.7903,200.194,65.293,16.112
NM_028721,Nphp3,115.765,41.3276,14.5678,14.3899,18.1597,22.3531,5.1042,6.9251,12.0972,36.2536,6.6179,8.3131,25.5856,39.4098,0.5025,1.896
NR_106059,Mir7091,0,0,0,0,0.6984,0,0,0,0.2239,0,0,0,0,0,0,0
NR_027875,1810058I24Rik,868.24,320.6438,222.0424,305.5676,301.6979,315.8958,227.0532,148.7266,135.3114,521.4803,219.7313,320.9621,652.3661,264.4842,1868.2932,3632.83
NM_016900,Cav2,38.588,1.4251,2.7565,3.7878,3.4927,3.2979,2.0412,1.0172,13.8908,0,0,0.8318,4.2648,1.607,1.0046,0.948
NR_075096,Slc25a43,19.294,39.9025,10.501,3.7854,13.9673,21.2531,8.5356,2.8567,11.8728,30.6781,3.9711,2.4948,34.1188,14.4758,1.5071,0
NM_022009,Flii,926.122,580.0085,253.8382,232.118,259.46,244.7964,162.5836,105.1615,209.9093,552.1807,254.1383,342.5831,780.2948,458.3069,131.5929,47.389
NM_146738,Olfr497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145922,Kcnc4,0,1.4252,0.1312,0,0,0,0,0,0,0,0,3.3273,0,0.8035,0,0
NM_201616,Gnas,10283.818,6290.298,2536.3492,2620.9718,3105.2232,3033.6951,1712.5379,1111.9912,1873.0654,6975.355,2815.3966,2181.9447,6459.8317,6100.1085,4768.2498,5443.084
