Symbols,Genes ,b05 Neutrophil1 Exp2,b07 Neutrophil3 Exp2,b10 Monocyte1 Exp2,b11 Monocyte2 Exp2,a01 brain microglia1 Exp1 m,a02 brain microglia2 Exp1 m,a06 peritoneum Mac1 Exp1 m,a07 peritoneum Mac2 Exp1 m,b08 Spleen Mac1 Exp2,b09 Spleen Mac2 Exp2,b04 Kupffer Exp2,b15 Kupffer2 Exp2,a12 LI Mac2 Exp1 m,a13 LI Mac3 Exp1 m,a10 SI Mac3 Exp1 m,a11 SI Mac4 Exp1 m,b02 lung Exp2,b17 lung mac2 Exp2
NFKBIZ,NM_001159394,50.98337548,39.56364973,22.16327909,13.80970858,60.13529989,53.76783909,23.94029944,18.05373719,33.88651546,48.20720343,144.5047816,76.71322287,48.33765517,30.8261195,78.07505879,112.1737667,13.27469824,32.10260202
TECK,NR_033527,6.889645335,2.19798054,5.114602866,1.534412064,1.879228121,0.927031708,6.300078801,3.610747437,3.986648877,7.304121731,6.237616473,3.028153534,0,0.581624896,59.53925347,29.20500436,2.528513951,0
PICK1,NM_001045558,4.133787201,4.395961081,0,3.068824129,4.698070304,12.05141221,10.08012608,1.805373719,12.95660885,20.45154085,9.35642471,4.037538046,17.68450799,9.887623237,17.97411425,8.628751288,8.217670339,21.03273926
FAIM3,NM_026976,0,0,0,0,0,0,0,0,57.80640872,62.81544689,0,17.15953669,0,9.30599834,0.56169107,15.26625228,14.53895522,26.56767064
2610528J11RIK,NM_025572,0,4.395961081,0,0,0,0,0,0,0,0,0,2.018769023,23.57934398,21.52012116,10.11043927,2.655000396,2.528513951,0
FXYD6,NM_022004,0,0,0,0,0,0,0,0,8.969959974,5.843297385,0,2.018769023,2.357934398,0,2.808455352,0.663750099,1.896385463,0
DDX59,NM_026500,0,2.19798054,9.376771922,11.50809048,6.577298425,4.635158542,25.2003152,6.318808015,6.976635535,18.9907165,5.198013728,16.15015218,3.536901597,4.071374274,4.493528564,2.655000396,3.160642438,8.855890214
HIST1H3G,NM_145073,2.487927482,0.497162265,7.200390316,16.40450898,1.216278201,0.309010569,0.337504221,0.762985322,4.953288984,2.944309388,2.318479139,9.663254499,11.66756467,6.240927458,7.50125051,5.814398189,12.18680785,18.19630656
CCDC134,NM_172428,0,10.9899027,6.819470489,9.973678418,81.74642328,27.81095125,30.24037825,19.8591109,16.94325773,14.60824346,9.35642471,11.10322963,22.40037678,22.68337095,34.2631553,41.15250614,5.689156389,11.06986277
RDBP,NM_138580,99.21089283,50.55355243,68.19470489,118.916935,119.3309857,84.35988547,113.4014184,111.9331706,110.6295063,52.58967646,112.2770965,64.60060873,121.4336215,147.7327237,118.5168159,90.27001348,146.6538091,121.7684904
TMEM40,NM_001168257,303.1443948,334.0930421,0,1.534412064,0.939614061,0,0,0,1.993324439,2.921648692,2.079205491,0,0,1.163249793,0,0,0,17.71178043
S100A6,NM_011313,5150.698853,4628.947018,1489.201868,1084.062123,1.879228121,4.635158542,73.08091409,78.53375676,56.8097465,65.73709558,35.34649335,27.25338181,831.1718754,899.1920896,131.9974016,258.1987885,55.62730691,108.4846551
SLC25A14,NM_001166450,2.755858134,0,0,0,0.939614061,6.489221959,6.300078801,10.83224231,0.996662219,0,2.079205491,0,2.357934398,1.744874689,3.931837493,0,1.264256975,0
SMUG1,NM_027885,1.377929067,2.19798054,3.409735244,9.973678418,3.758456243,6.489221959,6.300078801,1.805373719,2.989986658,1.460824346,1.039602746,1.009384511,0,4.071374274,1.685073211,1.991250297,3.160642438,0
CYP2C68,NM_001039555,0,0,0.497253056,0,0,0,0,0,0,0,1.039602746,0.576791149,2.652676198,5.816248963,0.842536606,2.21250033,0,0
COPS7B,NM_172974,39.95994294,17.58384432,8.524338111,21.4817689,18.79228121,13.90547563,28.98036249,19.8591109,13.95327107,17.52989215,20.79205491,3.028153534,3.536901597,11.05087303,8.987057127,9.956251486,14.53895522,4.427945107
NOB1,NM_026277,4.133787201,0,13.63894098,15.34412064,0,25.02985613,39.06048857,15.34567661,13.95327107,16.06906781,22.8712604,23.21584376,20.04244239,26.17312033,20.78256961,18.58500277,26.54939648,16.60479415
FABP2,NM_007980,1.377929067,2.19798054,0,0.767206032,0,0,0,0,0,2.921648692,1.039602746,0,1.178967199,8.724373444,11.23382141,5.310000793,0,0
N/A,NM_001100415,0.172241133,0.396857598,0.254546207,0.198651562,0.90418633,0.297974478,1.577887383,0.388656842,0.489723149,0.263759951,0.064975172,0.423875522,0.143036462,0.856858106,0.750199786,0.738053806,0.076692059,0.188948316
PCNP,NM_001024622,7.578609869,6.593941621,10.22920573,8.439266353,3.288649213,7.416253668,11.97014972,10.83224231,5.481642206,5.843297385,2.079205491,6.560999324,10.02122119,7.8519361,11.51466694,7.965001189,5.373092145,7.748903937
ATP10A,NM_009728,2.755858134,0,18.75354384,35.29147748,0,0,25.2003152,18.05373719,0,4.382473039,1.039602746,1.009384511,4.715868797,2.326499585,3.931837493,3.318750495,77.11967549,157.1920513
STX1A,NM_016801,0,0,0,0,4.698070304,5.562190251,0,0,0,0,0,2.018769023,0,0,0,0,0,0
RREB1,NM_001177868,4.133787201,0,8.524338111,3.836030161,26.3091937,11.1243805,26.46033097,31.59404008,10.96328441,21.91236519,4.158410982,11.10322963,8.842253994,6.397873859,14.60396783,12.61125188,12.64256975,22.13972553
1700030F18RIK,NM_028180,2.755858134,0,0,0,0.052200781,0.927031708,0,0,0,0,0,0,0,0.581624896,0.033040651,0,0,0
MAZ,NM_010772,4.133787201,19.78182486,24.72058052,29.15382922,5.637684364,2.781095125,11.34014184,6.318808015,19.93324439,11.68659477,7.277219219,15.14076767,8.252770394,3.489749378,4.493528564,3.318750495,12.64256975,14.3908216
ZFP608,NM_175751,19.29100694,21.9798054,0.852433811,5.370442225,8.456526547,12.97844392,3.780047281,7.221494874,8.969959974,2.921648692,3.118808237,3.028153534,0,6.397873859,6.178601775,5.973750892,22.75662556,26.56767064
PEA15A,NM_011063,6.889645335,13.18788324,17.47489313,19.94735684,93.02179201,138.1277246,17.64022064,27.08060578,72.2580109,156.308205,199.6037272,140.3044471,502.2400268,437.6727344,233.6634853,315.9450472,74.59116154,42.06547851
UHRF1,NM_001111078,11.79345172,2.19798054,28.98274958,25.70140208,0,3.708126834,0,1.861791647,7.474966645,13.96376213,3.754121026,15.70153684,10.61070479,6.591748824,13.10612498,4.978125743,8.533734583,8.413095703
4921515J06RIK,NM_001078646,0,0,0,0,0,0,0,0,0,1.460824346,0,0,0,0,0,0,0,0
TRP53BP1,NM_013735,13.77929067,0,0,0.767206032,9.396140607,4.635158542,7.560094561,0.902686859,3.986648877,4.382473039,0,2.018769023,2.357934398,1.744874689,7.863674986,8.628751288,1.896385463,5.534931383
DLEU2,NR_028264,192.9100694,171.4424822,229.3046952,243.9715182,133.4251966,65.8192513,27.72034673,48.7450904,159.4659551,185.524692,320.1976456,145.3513696,63.66422875,53.50949046,85.93873378,106.2000159,100.5084295,176.010818
DCAF11,NM_001199009,97.83296376,116.4929686,46.88385961,62.1436886,10.33575467,39.86236346,27.72034673,40.62090867,55.81308428,51.12885212,50.94053453,25.23461279,48.33765517,44.20349212,43.81190349,33.85125505,49.93815052,16.60479415
MEI1,NM_028897,0,0,0,0,4.698070304,0.927031708,1.26001576,0,0,0,2.079205491,0,1.178967199,0.581624896,6.216047846,5.310000793,0,0
AY761184,NM_001007582,0,0,0,0,6.608618894,3.553621549,1.827022852,3.008956198,0,0,0.207920549,0.201876902,1.277214466,7.764692365,367.9919048,35.93100536,1.158902227,0
SLA,NM_001029841,121.2577579,215.402093,160.2575565,108.1760505,129.6667404,165.0116441,100.8012608,92.07405965,38.86982655,61.35462254,39.50490433,46.43168753,78.99080234,86.08048465,110.0914498,113.5012669,61.3164633,142.8012297
CLEC4D,NM_010819,86.80953122,107.7010465,0.852433811,1.534412064,0,0,107.1013396,137.2084026,1.993324439,1.460824346,2.079205491,2.018769023,2.357934398,5.234624066,2.808455352,0.663750099,3.160642438,24.35369809
ARHGAP27,NM_133715,75.78609869,136.2747935,80.98121205,82.85825147,219.8696902,264.2040369,1.26001576,8.124181734,139.5327107,127.0917181,91.48504161,50.46922557,56.59042556,42.45861743,59.53925347,49.78125743,41.72048018,30.99561575
MPST,NM_001162493,89.56538936,46.15759135,16.19624241,26.85221112,0.939614061,2.781095125,1.26001576,29.78866636,25.9132177,14.60824346,38.46530159,18.16892121,30.65314718,59.32573942,24.15271603,25.88625386,18.33172614,30.99561575
DDX46,NM_145975,19.29100694,21.9798054,21.31084528,13.80970858,1.879228121,5.562190251,20.16025216,5.416121156,11.95994663,5.843297385,9.35642471,19.17830572,12.96863919,14.54062241,23.02933389,17.92125268,28.44578194,48.70739617
TOM1L2,NM_153080,2.755858134,4.395961081,3.409735244,6.904854289,8.456526547,7.416253668,17.64022064,9.929555452,9.966622193,13.14741912,13.51483569,7.06569158,3.536901597,7.561123651,19.0974964,10.62000159,10.74618429,11.06986277
DDOST,NM_007838,51.67234001,48.35557189,118.9145166,116.2317139,183.2247418,133.492566,132.3016548,155.7134832,103.6528708,102.2577042,136.707761,115.5745266,109.6439495,139.8807876,115.427515,120.470643,124.8453763,97.41479235
NT5DC3,NM_175331,5.511716268,0,14.49137479,4.603236193,30.06764994,15.75953904,0,0,12.95660885,0,7.277219219,3.028153534,7.073803195,8.142748548,6.740292845,8.628751288,5.689156389,7.748903937
IFT27,NM_025931,12.4013616,6.593941621,23.0157129,39.89471367,17.85266715,50.05971226,44.10055161,30.69135322,35.8798399,45.28555473,49.90093179,24.22522827,51.87455676,37.22399336,33.70146423,40.48875604,36.66345228,54.24232756
MMP7,NM_010810,0,0,0,0,4.698070304,0,0,0,0,0,0.207920549,0,3.536901597,0.581624896,122.4486534,10.62000159,0,0
CXCL12,NM_013655,2.755858134,0,0.852433811,0,0,0,3.780047281,2.708060578,14.94993329,18.9907165,3.118808237,3.028153534,8.252770394,0,2.246764282,9.956251486,5.057027901,5.534931383
CHD1L,NM_026539,15.15721974,10.9899027,7.6719043,10.74088445,5.637684364,2.781095125,1.26001576,18.05373719,6.976635535,5.843297385,4.158410982,1.009384511,22.40037678,4.65299917,6.178601775,5.973750892,10.74618429,3.32095883
B4GALNT3,NM_198884,0,0,0,0,0,0,0,0,0,0,0,0,2.357934398,1.163249793,0,0,0,0
MCPH1,NM_173189,1.377929067,4.395961081,5.967036677,12.27529651,5.637684364,0,10.08012608,14.44298975,3.986648877,1.460824346,3.118808237,4.037538046,3.536901597,2.908124481,8.987057127,7.30125109,9.481927315,0
NDRG3,NM_180956,16.5351488,39.56364973,36.65465388,31.45544732,23.49035152,4.635158542,20.16025216,8.124181734,14.94993329,36.52060866,16.63364393,41.38476497,55.41145836,36.64236846,45.49697671,18.58500277,62.58072028,36.53054713
AMIGO1,NM_146137,0,0,0,3.836030161,0,1.854063417,0,0,1.993324439,7.304121731,6.237616473,6.056307068,8.252770394,0.581624896,3.370146423,0,0,0
EG382421,NR_033603,0,0,0.426216906,0.383603016,6.107491395,0,0,0,0,0,0,0,0,0,0,0.663750099,0,0
ARHGAP4,NM_001162423,354.1277702,470.3678357,110.8163954,118.1497289,112.7536873,63.96518788,119.7014972,105.6143625,110.6295063,172.3772729,129.9503432,168.5672134,54.23249116,86.66210954,59.53925347,72.3487608,25.91726799,37.63753341
PPP4R2,NM_182939,17.91307787,23.07879567,6.819470489,7.672060321,7.047105456,1.854063417,0,10.38089888,36.87650212,13.14741912,42.62371257,21.701767,8.842253994,12.79574772,15.72734997,13.93875208,15.80321219,22.69321867
ENDOU,NM_008902,0,0,0,0,0,0,0,0,14.94993329,16.06906781,2.079205491,0,0,0,2.246764282,9.292501387,9.481927315,0
GM10035,NM_001081471,0,0,0,1.27867672,0,0,0,1.805373719,0,0,0,0,0,0.581624896,0,0.221250033,0.210709496,0
RCSD1,NM_178593,486.4089607,545.099174,99.7347559,158.8116487,171.0097591,163.1575807,41.58052009,65.89614073,137.5393863,93.49275816,82.1286169,91.85399054,57.76939276,65.14198838,52.23726955,49.78125743,6.321284877,0
HES7,NM_033041,0,0,1.704867622,1.534412064,8.456526547,0,2.52003152,0,1.993324439,2.921648692,0,4.037538046,0,1.163249793,2.246764282,1.327500198,7.585541852,1.106986277
SYT11,NM_018804,1.492756489,0,11.93407335,7.672060321,86.57872417,62.11112447,6.300078801,9.026868593,7.973297755,16.06906781,33.26728786,17.15953669,33.01108158,26.94862019,20.78256961,28.54125426,9.481927315,13.28383532
TBC1D17,NM_001042655,35.82615574,37.36566919,28.55653267,32.60625637,77.04835298,45.88806957,25.2003152,36.5588178,89.20126863,92.03193381,80.04941141,36.33784241,37.72695037,45.36674191,30.05047227,40.156881,47.72570082,49.26088931
MANSC1,NM_026345,0,0,1.704867622,3.068824129,0,1.854063417,0,0.902686859,0.996662219,0,0,2.018769023,11.78967199,13.95899751,5.055219634,2.655000396,1.264256975,2.213972553
ZFP597,NM_001033159,20.66893601,10.9899027,5.114602866,6.137648257,12.21498279,7.416253668,12.6001576,8.124181734,2.989986658,0,2.079205491,6.056307068,1.178967199,4.65299917,1.685073211,6.637500991,6.953413364,7.748903937
CCDC66,NM_177111,0,2.19798054,2.557301433,0.767206032,4.698070304,2.781095125,12.6001576,21.66448462,0.996662219,0,2.079205491,5.046922557,8.252770394,3.489749378,0.56169107,3.318750495,0.632128488,3.32095883
RNH1,NM_001172101,292.1209622,307.7172757,595.8512339,566.1980517,117.4517576,171.5008661,284.7635618,134.9516855,197.3391194,226.4277737,294.207577,155.4452148,228.7196366,262.8944531,179.7411425,157.3087735,992.4417256,989.6457314
ANKZF1,NM_026187,17.91307787,37.36566919,4.262169055,11.50809048,0.939614061,0.927031708,11.34014184,15.34567661,19.93324439,23.37318954,6.237616473,20.18769023,1.178967199,9.30599834,7.863674986,5.310000793,13.27469824,7.748903937
D3ERTD751E,NM_028667,0,0,0.852433811,3.068824129,1.879228121,5.562190251,0,3.610747437,0,0,0,7.06569158,1.178967199,2.908124481,2.246764282,0,2.528513951,0
PUS3,NM_023292,6.889645335,8.791922162,1.704867622,4.603236193,15.97343903,16.68657075,2.52003152,4.513434296,0.996662219,1.460824346,0,4.037538046,7.073803195,4.071374274,6.178601775,5.973750892,0,25.46068436
OLFM1,NM_019498,8.267574402,2.19798054,101.4396235,110.4776686,0,0,6.300078801,3.610747437,11.95994663,11.68659477,8.316821965,16.15015218,148.5498671,125.0493527,15.1656589,29.86875446,163.7212783,123.982463
ARHGDIB,NM_007486,11162.60337,9073.263671,2105.511513,2076.059523,522.4254178,443.1211566,1829.542884,1648.306205,418.5981321,422.1782361,750.5931823,524.8799459,627.21055,754.3674905,664.4805363,788.5351177,860.9590002,710.6851896
USP33,NM_133247,2.755858134,6.593941621,6.819470489,6.904854289,3.758456243,17.61360246,13.86017336,5.416121156,4.983311097,4.382473039,3.118808237,8.075076091,3.536901597,2.908124481,8.425366057,7.30125109,4.424899414,16.60479415
PPP1R12C,NM_029834,95.07710563,109.899027,54.55576391,70.58295496,48.85993116,34.30017321,27.72034673,37.01016123,86.21128197,100.7968799,112.2770965,60.56307068,57.76939276,60.48898921,74.1432213,57.74625862,41.0883517,40.95849224
ZFP28,NM_175247,4.133787201,0,0.852433811,0.767206032,7.516912486,0,0,3.610747437,4.983311097,2.921648692,3.118808237,4.037538046,0,2.908124481,0.56169107,0,2.212449707,5.534931383
FGFR1,NM_010206,1.377929067,0,0,0,2.818842182,0,748.4493616,584.9410848,8.969959974,2.921648692,19.75245217,15.14076767,11.78967199,8.724373444,5.055219634,4.646250694,5.689156389,0
CIT,NM_007708,4.133787201,0,5.967036677,32.22265335,0,1.854063417,0,0.902686859,6.976635535,4.382473039,1.039602746,5.046922557,1.178967199,4.071374274,8.425366057,2.655000396,26.54939648,26.56767064
BC030307,NM_153595,0,0,0,0,0,0.927031708,0,0,0,2.921648692,0,0,0,0,0,0,0,0
NHLRC3,NM_172501,1.377929067,0,0.852433811,1.534412064,0.939614061,5.562190251,0,0,2.989986658,1.460824346,7.277219219,0,5.894835996,2.908124481,2.808455352,9.956251486,0.632128488,3.32095883
SGSM2,NM_197943,8.267574402,0,4.262169055,2.301618096,2.818842182,0.927031708,1.26001576,0,9.966622193,1.460824346,4.158410982,5.046922557,2.357934398,7.561123651,6.740292845,1.327500198,6.953413364,0
SNRNP27,NM_025665,136.4149776,107.7010465,58.81793296,58.30765844,87.38410765,114.9519319,56.70070921,80.33913048,194.3491328,271.7133284,197.5245217,86.30237573,36.54798317,67.46848797,59.820099,69.03001031,104.933329,162.1734895
NFATC1,NM_001164112,31.69236854,39.56364973,29.83518339,23.01618096,51.67877334,32.4461098,23.94029944,22.56717148,12.95660885,11.68659477,8.316821965,3.028153534,18.86347519,20.35687137,25.83778924,26.55000396,22.75662556,24.35369809
YWHAE,NM_009536,165.351488,182.4323849,369.1038402,400.4815488,649.273316,815.7879035,647.6481008,543.4174893,217.2723638,238.1143684,276.5343303,252.3461279,753.3600403,608.9612664,493.1647599,532.3275795,391.9196623,423.975744
HIST1H2AN,NM_178184,798.8566289,570.6242993,1398.627699,1601.19295,29.78028513,32.80858708,59.94424567,57.44293827,515.0754211,308.8900395,124.1283104,184.987635,88.42514666,71.29662705,115.5854291,60.60167942,322.3337759,161.3199639
TGIF1,NM_001164076,0,0,24.72058052,8.439266353,42.28263273,61.18409276,7.560094561,9.929555452,9.966622193,14.60824346,43.66331531,36.33784241,47.15868797,29.08124481,42.12683028,28.54125426,13.90682673,17.71178043
EHF,NM_007914,0,0,0,0,0,5.562190251,0,0,0,0,0,0,21.22140958,6.979498755,16.28904104,16.59375248,0,0
TNFRSF21,NM_178589,56.49509175,87.91922162,59.67036677,67.51413083,137.1836529,78.79769522,75.60094561,55.96658528,73.75300423,71.58039297,32.22768511,21.19707474,24.75831118,15.7038722,23.59102496,37.83375565,46.1453796,48.70739617
KIF1A,NM_001110315,0,0,0,0,0,0,0,0,3.986648877,1.460824346,0,0,1.178967199,2.908124481,1.123382141,1.327500198,5.057027901,4.427945107
PTP4A3,NM_008975,136.4149776,68.13739675,34.94978625,42.19633177,225.5073746,214.1443247,79.3809929,49.64777726,115.6128174,176.7597459,89.40583612,98.91968212,55.41145836,65.14198838,55.60741597,57.08250852,20.2281116,39.85150596
C1QTNF7,NM_001135172,0,0,0,0,0,0,0,0,3.986648877,1.460824346,0,0,0,0,0,0,3.160642438,0
GPR125,NM_133911,0,0,0,0,2.818842182,18.54063417,7.560094561,18.95642405,5.979973316,0,0,4.037538046,8.252770394,5.816248963,3.370146423,1.991250297,3.160642438,0
B3GALNT1,NM_020026,0,0,0,0,118.3913717,128.8574075,20.16025216,23.46985834,28.90320436,16.06906781,20.79205491,35.3284579,31.83211438,31.4077444,50.55219634,50.44500753,1.264256975,0
TOM1L1,NM_028011,0,0,0.852433811,0,23.49035152,24.41183499,1.26001576,0,0,0,0,0,3.536901597,6.397873859,1.123382141,0,1.896385463,4.427945107
1600002K03RIK,NM_027207,4.133787201,0,10.22920573,13.04250255,6.577298425,4.635158542,1.26001576,7.221494874,3.986648877,21.91236519,14.55443844,10.09384511,10.61070479,17.44874689,3.370146423,9.292501387,6.953413364,0
HIST1H1E,NM_015787,207.8376343,123.4532404,141.3619403,140.7823069,167.0947005,102.2824985,58.80073548,52.05494222,106.4767471,91.05805092,54.05934277,89.49876001,144.6199764,114.677042,338.1380244,154.7643981,251.1657191,629.506196
MESDC1,NM_030705,15.15721974,17.58384432,18.75354384,16.11132667,5.637684364,14.83250734,50.40063041,24.3725452,6.976635535,13.14741912,23.91086315,33.30968888,16.50554079,19.19362158,22.46764282,21.24000317,34.76706682,18.8187667
SCOC,NM_001039137,0,0,2.983518339,0.255735344,73.44649908,66.97804094,23.10028894,13.7659746,0.49833111,10.71271187,0.519801373,0.84115376,2.357934398,3.683624343,7.582829451,7.411876107,4.635608909,6.64191766
CHD3,NM_146019,6.889645335,15.38586378,18.75354384,25.31779906,16.91305309,11.1243805,94.50118202,77.6310699,130.5627507,181.1422189,112.2770965,134.24814,104.9280807,79.68261079,120.2018891,135.4050202,30.34216741,37.63753341
CABYR,NM_001042418,2.755858134,0,0,0.767206032,14.09421091,6.489221959,2.52003152,12.63761603,6.976635535,1.460824346,2.079205491,15.14076767,4.715868797,4.071374274,0.56169107,3.318750495,5.057027901,13.28383532
ARID5A,NM_001172205,55.11716268,96.71114378,68.19470489,75.95339718,39.46379055,40.78939517,42.84053585,65.89614073,5.979973316,7.304121731,16.63364393,13.12199865,53.05352396,46.5299917,78.63674986,69.03001031,14.53895522,16.60479415
N/A,NM_001040611,0,0,0,0,0,6.489221959,0,0,0,0,0,0,0,0,0,0.663750099,0,0
PRPF31,NM_027328,15.15721974,2.19798054,23.86814671,17.64573874,14.09421091,22.248761,21.42026792,14.44298975,38.86982655,29.21648692,31.18808237,35.3284579,30.65314718,22.10174606,25.83778924,14.60250218,32.87068136,35.42356085
SMEK1,NM_001160214,6.889645335,15.38586378,12.78650717,15.34412064,3.758456243,24.10282442,47.88059889,13.54030289,7.973297755,11.68659477,16.11384256,41.88945722,14.14760639,20.93849627,12.91889462,12.61125188,6.63734912,7.748903937
TSHB,NM_001165940,4.133787201,0,0,0,0,0,0,0,0,0,0,0,1.178967199,0,0.037446071,0,0,0
THYN1,NM_144543,17.91307787,24.17778594,13.63894098,26.85221112,20.67150934,21.32172929,20.16025216,30.69135322,21.92656883,17.52989215,49.90093179,24.22522827,55.41145836,48.27486639,50.55219634,21.90375327,51.2024075,45.38643734
CCZ1,NM_177682,71.65231149,57.14749405,121.0456012,98.96957814,93.96140607,103.8275513,94.50118202,98.39286766,41.85981321,43.82473039,36.3860961,51.47861008,67.20113035,75.02961162,87.62380699,75.6675113,63.21284877,44.27945107
SLC20A2,NM_011394,2.755858134,0,6.819470489,6.137648257,7.516912486,10.19734879,7.560094561,4.513434296,18.93658217,30.67731127,19.75245217,17.15953669,8.252770394,7.561123651,2.246764282,1.327500198,0.632128488,0
PNPLA6,NM_001122818,5.511716268,4.395961081,0.852433811,3.836030161,10.33575467,0.927031708,5.040063041,1.805373719,11.95994663,26.29483823,14.55443844,20.18769023,3.536901597,7.561123651,12.35720355,1.327500198,9.481927315,57.56328639
SCFD1,NM_029825,13.77929067,10.9899027,10.22920573,9.206472386,22.55073746,32.4461098,32.76040977,17.15105033,21.92656883,7.304121731,21.83165766,14.13138316,12.96863919,9.887623237,15.72734997,13.27500198,15.80321219,28.78164319
SNHG3,NR_003270,0,2.19798054,1.704867622,1.534412064,0,0,0,0,0,0,4.158410982,3.028153534,0,0.581624896,0.56169107,1.327500198,3.160642438,0
RFFL,NM_001007465,13.77929067,19.78182486,1.704867622,3.068824129,7.516912486,0,0,1.805373719,0,0,1.039602746,8.075076091,2.357934398,6.397873859,1.123382141,0,2.528513951,12.17684904
TNNT3,NM_001163666,0,0,0.852433811,0,0,0,0,0,2.989986658,0,0,0,0,0,0,0,0,14.3908216
6430550D23RIK,NM_001145351,1.377929067,0,7.6719043,4.603236193,5.637684364,8.343285376,16.38020488,5.519369653,6.478304426,7.304121731,4.232668321,5.046922557,0,5.234624066,0.596796762,0.663750099,3.160642438,6.64191766
COL4A2,NM_009932,0,0,0.852433811,0,0,0,0,0,6.976635535,24.83401389,19.75245217,0,2.357934398,6.397873859,28.08455352,92.26126377,20.2281116,0
SH3BP5,NM_011894,256.2948065,349.4789059,55.40819772,54.47162828,15.03382497,15.75953904,93.24116626,95.68480708,215.2790394,216.2020032,249.5046589,337.1344268,16.50554079,15.1222473,18.53580532,23.23125347,49.93815052,57.56328639
2410004P03RIK,NM_001201333,0,2.19798054,0,0.767206032,0,0,0,0,0,0,0,0,0,0,0,0,6.953413364,0
TPD52L1,NM_009413,0,0,0,0,0,0,0,0,0,1.460824346,0,0,0,0.581624896,0.56169107,0,0.632128488,0
TM4SF19,NM_001160402,2.066893601,1.09899027,0,0.767206032,0,0,0,0,0,0,0,0,4.715868797,3.683624343,2.527609817,2.323125347,0.948192731,1.660479415
GPRC5A,NM_181444,1.377929067,0,4.262169055,3.068824129,0,4.635158542,11.34014184,6.318808015,0,0,2.079205491,0,24.75831118,19.19362158,0,3.982500595,8.849798827,5.534931383
SP4,NM_001166385,9.645503469,8.791922162,1.704867622,2.301618096,7.516912486,1.854063417,6.300078801,10.83224231,0,11.68659477,0,0,1.178967199,1.744874689,1.685073211,7.30125109,1.264256975,1.106986277
MGLL,NM_011844,727.5465474,683.5719481,5.114602866,11.50809048,207.6547074,226.1957369,1.26001576,0,226.2423238,178.2205702,99.80186358,122.1355259,21.22140958,13.37737261,43.25021242,46.46250694,1018.675058,1255.322438
PREPL,NM_001163623,4.133787201,0,1.704867622,0,0,0,0,1.805373719,4.983311097,1.460824346,0,2.018769023,5.894835996,5.816248963,1.685073211,0,4.424899414,4.427945107
TMEM214,NM_144525,68.89645335,57.14749405,70.75200632,78.25501528,204.8358652,182.6252466,136.0817021,84.85256477,156.4759684,131.4741912,212.0789601,148.3795232,142.6550311,145.4062241,160.0819551,122.1300182,139.0682673,129.5173944
LENG1,NM_027203,2.755858134,17.58384432,15.3438086,8.439266353,19.73189528,51.91377567,2.52003152,23.46985834,16.94325773,11.68659477,11.4356302,25.23461279,15.32657359,19.19362158,10.95297587,15.93000238,11.37831278,11.06986277
TMEM55A,NM_028264,6.889645335,6.593941621,5.114602866,9.206472386,28.18842182,6.489221959,25.2003152,9.929555452,8.969959974,4.382473039,3.118808237,8.075076091,2.357934398,6.397873859,21.34426068,7.30125109,1.896385463,2.213972553
FANCB,NM_175027,0,0,0.852433811,1.534412064,0,0,0,0,0,0,0,0,2.357934398,0,0,0,0.632128488,0
TTC9,NM_001033149,0,0,1.704867622,0,11.27536873,7.416253668,0,0,0,0,0,0,0,0.581624896,0,0,0,0
PKD1,NM_013630,24.80272321,10.9899027,18.75354384,29.92103525,59.19568583,43.5704903,46.62058313,48.7450904,50.82977319,36.52060866,23.91086315,15.14076767,23.57934398,27.91799502,40.44175707,41.81625624,33.50280985,18.8187667
RHCG,NM_019799,1.377929067,0,1.704867622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEH1L,NM_001039088,4.133787201,8.791922162,11.93407335,10.74088445,20.67150934,14.83250734,7.560094561,9.026868593,20.92990661,10.22577042,9.35642471,7.06569158,3.536901597,8.142748548,12.91889462,11.94750178,12.64256975,12.17684904
CLP1,NM_133840,41.33787201,28.57374703,13.63894098,18.41294477,74.69931783,65.8192513,66.15082741,22.56717148,8.471628864,19.72112867,14.55443844,35.3284579,24.16882758,19.77524647,12.35720355,18.25312773,12.64256975,8.302397075
LMO2,NM_001142335,110.2343254,101.1071049,75.01417537,90.53031179,174.2984083,216.9254198,124.7415603,146.2352712,40.86315099,26.29483823,43.66331531,39.36599595,103.7491135,107.6006058,108.4063766,108.8550163,29.71003892,33.2095883
TMC8,NM_001195089,39.95994294,61.54345513,18.75354384,13.80970858,5.637684364,0,13.86017336,11.73492917,5.979973316,1.460824346,16.63364393,31.29091985,3.536901597,1.744874689,1.685073211,1.327500198,3.160642438,3.32095883
ECHDC1,NM_001110195,0,0,0.852433811,2.301618096,15.97343903,2.781095125,10.08012608,19.8591109,3.986648877,0,2.079205491,1.009384511,10.61070479,19.19362158,7.863674986,9.956251486,21.49236858,4.427945107
TMEM161B,NR_029418,1.377929067,2.19798054,4.262169055,2.301618096,4.698070304,5.562190251,2.52003152,0.902686859,0.996662219,1.460824346,0,0,0,1.163249793,2.808455352,1.327500198,0.632128488,0
CSGALNACT2,NM_030165,15.15721974,8.791922162,17.90111003,15.34412064,3.758456243,0,17.64022064,9.929555452,0,0,1.039602746,0,10.61070479,11.63249793,3.370146423,8.960626338,5.057027901,4.427945107
